amt-buy,amt-sell,average-buy,average-sell,cumulative-amt-buy,cumulative-vol-buy,cumulative_amt-sell,cumulative_vol-sell,last_traded_time,ltp,price-buy,price-sell,sequence-buy,sequence-sell,vol-buy,vol-sell,vol_traded_today
198607.19999999998,0,4142,4142,176050253.14999998,42496,55149780.04999998,13314,11-57-42,4137.65,4137,0,6,9,48,0,995237
318606.75,0,4142,4142,176368859.89999998,42573,55149780.04999998,13314,11-57-43,4137.75,4137,0,6,9,77,0,995314
49653.600000000006,0,4142,4142,176418513.49999997,42585,55149780.04999998,13314,11-57-44,4137.8,4137,0,6,9,12,0,995326
0,1398475.0,4142,4142,56548255.04999998,13652,176418513.49999997,42585,11-57-45,4137.5,0,4137,6,9,0,338,995664
0,504714.0,4142,4142,57052969.04999998,13774,176418513.49999997,42585,11-57-46,4137.0,0,4137,6,9,0,122,995786
806529.75,0,4142,4142,177225043.24999997,42780,57052969.04999998,13774,11-57-51,4136.05,4136,0,6,9,195,0,995981
918291.8999999999,0,4142,4142,178143335.14999998,43002,57052969.04999998,13774,11-57-55,4136.45,4136,0,6,9,222,0,996203
0,182058.8,4142,4142,57235027.84999998,13818,178143335.14999998,43002,11-57-57,4137.7,0,4137,6,9,0,44,996247
0,326890.15,4142,4142,57561917.99999998,13897,178143335.14999998,43002,11-57-59,4137.85,0,4137,6,9,0,79,996326
0,326826.95,4142,4142,57888744.94999998,13976,178143335.14999998,43002,11-58-00,4137.05,0,4137,6,9,0,79,996405
0,20685.25,4142,4142,57909430.19999998,13981,178143335.14999998,43002,11-58-03,4137.05,0,4137,6,9,0,5,996410
736288.1,0,4142,4142,178879623.24999997,43180,57909430.19999998,13981,11-58-04,4136.45,4136,0,6,9,178,0,996588
0,244100.7,4142,4141,58153530.89999998,14040,178879623.24999997,43180,11-58-06,4137.3,0,4137,6,10,0,59,996647
186144.75,0,4142,4141,179065767.99999997,43225,58153530.89999998,14040,11-58-07,4136.55,4136,0,6,10,45,0,996692
446601.6,0,4142,4141,179512369.59999996,43333,58153530.89999998,14040,11-58-08,4135.2,4135,0,6,10,108,0,996800
2348765.1999999997,0,4142,4141,181861134.79999995,43901,58153530.89999998,14040,11-58-09,4135.15,4135,0,6,10,568,0,997368
53755.0,0,4142,4141,181914889.79999995,43914,58153530.89999998,14040,11-58-10,4135.0,4135,0,6,10,13,0,997381
3121170.0,0,4142,4141,185036059.79999995,44669,58153530.89999998,14040,11-58-13,4134.0,4134,0,6,10,755,0,998136
1649206.6500000001,0,4142,4141,186685266.44999996,45068,58153530.89999998,14040,11-58-13,4133.35,4133,0,6,10,399,0,998535
698536.15,0,4142,4141,187383802.59999996,45237,58153530.89999998,14040,11-58-15,4133.35,4133,0,6,10,169,0,998704
1235856.7,0,4142,4141,188619659.29999995,45536,58153530.89999998,14040,11-58-18,4133.3,4133,0,6,10,299,0,999003
0,2886404.5,4142,4141,61039935.39999998,14738,188619659.29999995,45536,11-58-29,4135.25,0,4135,6,10,0,698,999701
0,62038.49999999999,4142,4141,61101973.89999998,14753,188619659.29999995,45536,11-58-30,4135.9,0,4135,6,10,0,15,999716
0,268840.0,4142,4141,61370813.89999998,14818,188619659.29999995,45536,11-58-32,4136.0,0,4136,6,10,0,65,999781
49623.600000000006,0,4142,4141,188669282.89999995,45548,61370813.89999998,14818,11-58-33,4135.3,4135,0,6,10,12,0,999793
0,715510.7,4142,4141,62086324.59999999,14991,188669282.89999995,45548,11-58-36,4135.9,0,4135,6,10,0,173,999966
4135.25,0,4142,4141,188673418.14999995,45549,62086324.59999999,14991,11-58-37,4135.25,4135,0,6,10,1,0,999967
0,161323.5,4142,4141,62247648.09999999,15030,188673418.14999995,45549,11-58-39,4136.5,0,4136,6,10,0,39,1000006
24814.5,0,4142,4141,188698232.64999995,45555,62247648.09999999,15030,11-58-40,4135.75,4135,0,6,10,6,0,1000012
124044.0,0,4142,4141,188822276.64999995,45585,62247648.09999999,15030,11-58-42,4134.8,4134,0,6,10,30,0,1000042
0,268872.5,4142,4141,62516520.59999999,15095,188822276.64999995,45585,11-58-45,4136.5,0,4136,6,10,0,65,1000107
4136.5,0,4142,4141,188826413.14999995,45586,62516520.59999999,15095,11-58-46,4136.5,4136,0,6,10,1,0,1000108
1245116.6,0,4142,4141,190071529.74999994,45887,62516520.59999999,15095,11-58-49,4136.6,4136,0,6,10,301,0,1000409
0,1592976.0000000002,4142,4141,64109496.59999999,15480,190071529.74999994,45887,11-58-53,4137.6,0,4137,6,10,0,385,1000794
28960.399999999998,0,4142,4141,190100490.14999995,45894,64109496.59999999,15480,11-58-54,4137.2,4137,0,6,10,7,0,1000801
0,70332.4,4142,4141,64179828.999999985,15497,190100490.14999995,45894,11-58-55,4137.2,0,4137,6,10,0,17,1000818
0,215157.8,4142,4141,64394986.79999998,15549,190100490.14999995,45894,11-58-57,4137.65,0,4137,6,10,0,52,1000870
0,583436.8500000001,4142,4141,64978423.64999998,15690,190100490.14999995,45894,11-59-00,4137.85,0,4137,6,10,0,141,1001011
0,1050963.0999999999,4142,4141,66029386.749999985,15944,190100490.14999995,45894,11-59-02,4137.65,0,4137,6,10,0,254,1001265
206867.50000000003,0,4142,4141,190307357.64999995,45944,66029386.749999985,15944,11-59-03,4137.35,4137,0,6,10,50,0,1001315
41373.5,0,4142,4141,190348731.14999995,45954,66029386.749999985,15944,11-59-03,4137.35,4137,0,6,10,10,0,1001325
0,53785.55,4142,4141,66083172.29999998,15957,190348731.14999995,45954,11-59-04,4137.35,0,4137,6,10,0,13,1001338
0,310301.25,4142,4141,66393473.54999998,16032,190348731.14999995,45954,11-59-05,4137.35,0,4137,6,10,0,75,1001413
0,8274.4,4142,4141,66401747.94999998,16034,190348731.14999995,45954,11-59-06,4137.2,0,4137,6,10,0,2,1001415
0,4138.05,4142,4141,66405885.99999998,16035,190348731.14999995,45954,11-59-07,4138.05,0,4138,6,10,0,1,1001416
347533.2,0,4142,4141,190696264.34999993,46038,66405885.99999998,16035,11-59-08,4137.3,4137,0,6,10,84,0,1001500
0,4138.15,4142,4141,66410024.149999976,16036,190696264.34999993,46038,11-59-09,4138.15,0,4138,6,10,0,1,1001501
434280.0,0,4142,4141,191130544.34999993,46143,66410024.149999976,16036,11-59-12,4136.0,4136,0,6,10,105,0,1001606
752706.5,0,4142,4141,191883250.84999993,46325,66410024.149999976,16036,11-59-13,4135.75,4135,0,6,10,182,0,1001788
285346.05,0,4142,4141,192168596.89999995,46394,66410024.149999976,16036,11-59-15,4135.45,4135,0,6,10,69,0,1001857
16542.2,0,4142,4141,192185139.09999993,46398,66410024.149999976,16036,11-59-17,4135.55,4135,0,6,10,4,0,1001861
206772.5,0,4142,4141,192391911.59999993,46448,66410024.149999976,16036,11-59-18,4135.45,4135,0,6,10,50,0,1001911
0,2042912.2999999998,4142,4141,68452936.44999997,16530,192391911.59999993,46448,11-59-24,4135.45,0,4135,6,10,0,494,1002405
12405.599999999999,0,4142,4141,192404317.19999993,46451,68452936.44999997,16530,11-59-25,4135.2,4135,0,6,10,3,0,1002408
794092.7999999999,0,4142,4141,193198409.99999994,46643,68452936.44999997,16530,11-59-27,4135.9,4135,0,6,10,192,0,1002600
562468.8,0,4142,4141,193760878.79999995,46779,68452936.44999997,16530,11-59-28,4135.8,4135,0,6,10,136,0,1002736
111669.29999999999,0,4142,4141,193872548.09999996,46806,68452936.44999997,16530,11-59-30,4135.9,4135,0,6,10,27,0,1002763
0,45507.0,4142,4141,68498443.44999997,16541,193872548.09999996,46806,11-59-32,4137.0,0,4137,6,10,0,11,1002774
0,8273.9,4142,4141,68506717.34999998,16543,193872548.09999996,46806,11-59-33,4136.95,0,4136,6,10,0,2,1002776
487983.1,0,4142,4141,194360531.19999996,46924,68506717.34999998,16543,11-59-35,4135.45,4135,0,6,10,118,0,1002894
0,45495.45,4142,4141,68552212.79999998,16554,194360531.19999996,46924,11-59-36,4135.95,0,4135,6,10,0,11,1002905
1000694.2000000001,0,4141,4141,195361225.39999995,47166,68552212.79999998,16554,11-59-43,4135.1,4135,0,7,10,242,0,1003147
248138.99999999997,0,4141,4141,195609364.39999995,47226,68552212.79999998,16554,11-59-45,4135.65,4135,0,7,10,60,0,1003207
0,330856.0,4141,4141,68883068.79999998,16634,195609364.39999995,47226,11-59-49,4135.7,0,4135,7,10,0,80,1003287
45492.7,0,4141,4141,195654857.09999993,47237,68883068.79999998,16634,11-59-52,4135.7,4135,0,7,10,11,0,1003298
0,136511.1,4141,4141,69019579.89999998,16667,195654857.09999993,47237,11-59-54,4136.7,0,4136,7,10,0,33,1003331
0,1493294.55,4141,4140,70512874.44999997,17028,195654857.09999993,47237,11-59-57,4136.55,0,4136,7,11,0,361,1003692
0,546011.4,4141,4140,71058885.84999998,17160,195654857.09999993,47237,11-59-59,4136.45,0,4136,7,11,0,132,1003824
33081.2,0,4141,4140,195687938.29999992,47245,71058885.84999998,17160,12-00-01,4135.15,4135,0,7,11,8,0,1003832
0,57904.0,4141,4140,71116789.84999998,17174,195687938.29999992,47245,12-00-01,4136.0,0,4136,7,11,0,14,1003846
41360.0,0,4141,4140,195729298.29999992,47255,71116789.84999998,17174,12-00-02,4136.0,4136,0,7,11,10,0,1003856
66176.0,0,4141,4140,195795474.29999992,47271,71116789.84999998,17174,12-00-06,4136.0,4136,0,7,11,16,0,1003872
4136.45,0,4141,4140,195799610.7499999,47272,71116789.84999998,17174,12-00-08,4136.45,4136,0,7,11,1,0,1003873
4136.35,0,4141,4140,195803747.0999999,47273,71116789.84999998,17174,12-00-09,4136.35,4136,0,7,11,1,0,1003874
28954.450000000004,0,4141,4140,195832701.5499999,47280,71116789.84999998,17174,12-00-10,4136.35,4136,0,7,11,7,0,1003881
0,2646112.0,4141,4140,73762901.84999998,17814,195832701.5499999,47280,12-00-15,4134.55,0,4134,7,11,0,640,1004521
876090.0,0,4141,4140,196708791.5499999,47492,73762901.84999998,17814,12-00-19,4132.5,4132,0,7,11,212,0,1004733
4377058.8,0,4141,4140,201085850.3499999,48551,73762901.84999998,17814,12-00-24,4133.2,4133,0,7,11,1059,0,1005792
0,12403.650000000001,4141,4140,73775305.49999999,17817,201085850.3499999,48551,12-00-25,4134.55,0,4134,7,11,0,3,1005795
0,53758.25,4141,4140,73829063.74999999,17830,201085850.3499999,48551,12-00-26,4135.25,0,4135,7,11,0,13,1005808
0,893160.0,4141,4140,74722223.74999999,18046,201085850.3499999,48551,12-00-28,4135.0,0,4135,7,11,0,216,1006024
892879.2,0,4141,4140,201978729.5499999,48767,74722223.74999999,18046,12-00-36,4133.7,4133,0,7,11,216,0,1006240
272824.2,0,4141,4140,202251553.74999988,48833,74722223.74999999,18046,12-00-38,4133.7,4133,0,7,11,66,0,1006306
1401222.5999999999,0,4141,4140,203652776.34999987,49172,74722223.74999999,18046,12-00-50,4133.4,4133,0,7,11,339,0,1006645
0,322432.5,4141,4140,75044656.24999999,18124,203652776.34999987,49172,12-00-55,4133.75,0,4133,7,11,0,78,1006723
0,62010.75,4141,4140,75106666.99999999,18139,203652776.34999987,49172,12-00-57,4134.05,0,4134,7,11,0,15,1006738
